X_L,Y_L,Z_L,X_R,Y_R,Z_R,Distancia(mm)
500,-450,180,400,450,310,0
500,-450,180,500,-450,310,0
500,-450,180,500,-350,310,0
500,-450,180,500,-250,310,0
500,-450,180,500,-150,310,0
500,-450,180,500,-50,310,0
500,-450,180,500,50,310,0
500,-450,180,500,150,310,0
500,-450,180,500,250,310,0
500,-450,180,500,350,310,0
500,-450,180,500,450,310,0
500,-450,180,600,-450,310,0
500,-450,180,600,-350,310,0
500,-450,180,600,-250,310,0
500,-450,180,600,-150,310,0
500,-450,180,600,-50,310,0
500,-450,180,600,50,310,0
500,-450,180,600,150,310,0
500,-450,180,600,250,310,0
500,-450,180,600,350,310,0
500,-450,180,600,450,310,0
500,-350,180,200,-450,310,0
500,-350,180,200,-350,310,0
500,-350,180,200,-250,310,0
500,-350,180,200,-150,310,0
500,-350,180,200,-50,310,0
500,-350,180,200,50,310,0
500,-350,180,200,150,310,0
500,-350,180,200,250,310,0
500,-350,180,200,350,310,0
500,-350,180,200,450,310,0
500,-350,180,300,-450,310,0
500,-350,180,300,-350,310,0
500,-350,180,300,-250,310,0
500,-350,180,300,-150,310,0
500,-350,180,300,-50,310,0
500,-350,180,300,50,310,0
500,-350,180,300,150,310,0
500,-350,180,300,250,310,0
500,-350,180,300,350,310,0
500,-350,180,300,450,310,0
500,-350,180,400,-450,310,0
500,-350,180,400,-350,310,0
500,-350,180,400,-250,310,0
500,-350,180,400,-150,310,0
500,-350,180,400,-50,310,0
500,-350,180,400,50,310,0
500,-350,180,400,150,310,0
500,-350,180,400,250,310,0
500,-350,180,400,350,310,0
500,-350,180,400,450,310,0
500,-350,180,500,-450,310,0
500,-350,180,500,-350,310,0
500,-350,180,500,-250,310,0
500,-350,180,500,-150,310,0
500,-350,180,500,-50,310,0
500,-350,180,500,50,310,0
500,-350,180,500,150,310,0
500,-350,180,500,250,310,0
500,-350,180,500,350,310,0
500,-350,180,500,450,310,0
500,-350,180,600,-450,310,0
500,-350,180,600,-350,310,0
500,-350,180,600,-250,310,0
500,-350,180,600,-150,310,0
500,-350,180,600,-50,310,0
500,-350,180,600,50,310,0
500,-350,180,600,150,310,0
500,-350,180,600,250,310,0
500,-350,180,600,350,310,0
500,-350,180,600,450,310,0
500,-250,180,200,-450,310,91
500,-250,180,200,-350,310,91
500,-250,180,200,-250,310,0
500,-250,180,200,-150,310,0
500,-250,180,200,-50,310,0
500,-250,180,200,50,310,0
500,-250,180,200,150,310,0
500,-250,180,200,250,310,0
500,-250,180,200,350,310,0
500,-250,180,200,450,310,0
500,-250,180,300,-450,310,91
500,-250,180,300,-350,310,91
500,-250,180,300,-250,310,90
500,-250,180,300,-150,310,82
500,-250,180,300,-50,310,21
500,-250,180,300,50,310,0
500,-250,180,300,150,310,0
500,-250,180,300,250,310,0
500,-250,180,300,350,310,0
500,-250,180,300,450,310,0
500,-250,180,400,-450,310,91
500,-250,180,400,-350,310,71
500,-250,180,400,-250,310,0
500,-250,180,400,-150,310,0
500,-250,180,400,-50,310,0
500,-250,180,400,50,310,0
500,-250,180,400,150,310,0
500,-250,180,400,250,310,0
500,-250,180,400,350,310,0
500,-250,180,400,450,310,0
500,-250,180,500,-450,310,91
500,-250,180,500,-350,310,34
500,-250,180,500,-250,310,0
500,-250,180,500,-150,310,0
500,-250,180,500,-50,310,0
500,-250,180,500,50,310,0
500,-250,180,500,150,310,0
500,-250,180,500,250,310,0
500,-250,180,500,350,310,0
500,-250,180,500,450,310,0
500,-250,180,600,-450,310,0
500,-250,180,600,-350,310,70
500,-250,180,600,-250,310,11
500,-250,180,600,-150,310,19
500,-250,180,600,-50,310,38
500,-250,180,600,50,310,17
500,-250,180,600,150,310,0
500,-250,180,600,250,310,0
500,-250,180,600,350,310,0
500,-250,180,600,450,310,0
500,-150,180,200,-450,310,102
500,-150,180,200,-350,310,102
500,-150,180,200,-250,310,0
500,-150,180,200,-150,310,0
500,-150,180,200,-50,310,0
500,-150,180,200,50,310,0
500,-150,180,200,150,310,0
500,-150,180,200,250,310,0
500,-150,180,200,350,310,0
500,-150,180,200,450,310,0
500,-150,180,300,-450,310,102
500,-150,180,300,-350,310,102
500,-150,180,300,-250,310,102
500,-150,180,300,-150,310,91
500,-150,180,300,-50,310,88
500,-150,180,300,50,310,4
500,-150,180,300,150,310,0
500,-150,180,300,250,310,0
500,-150,180,300,350,310,0
500,-150,180,300,450,310,0
500,-150,180,400,-450,310,102
500,-150,180,400,-350,310,102
500,-150,180,400,-250,310,71
500,-150,180,400,-150,310,0
500,-150,180,400,-50,310,0
500,-150,180,400,50,310,0
500,-150,180,400,150,310,0
500,-150,180,400,250,310,0
500,-150,180,400,350,310,0
500,-150,180,400,450,310,0
500,-150,180,500,-450,310,102
500,-150,180,500,-350,310,102
500,-150,180,500,-250,310,35
500,-150,180,500,-150,310,0
500,-150,180,500,-50,310,0
500,-150,180,500,50,310,0
500,-150,180,500,150,310,0
500,-150,180,500,250,310,0
500,-150,180,500,350,310,0
500,-150,180,500,450,310,0
500,-150,180,600,-450,310,0
500,-150,180,600,-350,310,93
500,-150,180,600,-250,310,68
500,-150,180,600,-150,310,8
500,-150,180,600,-50,310,16
500,-150,180,600,50,310,39
500,-150,180,600,150,310,11
500,-150,180,600,250,310,0
500,-150,180,600,350,310,0
500,-150,180,600,450,310,0
500,-50,180,200,-450,310,108
500,-50,180,200,-350,310,108
500,-50,180,200,-250,310,0
500,-50,180,200,-150,310,0
500,-50,180,200,-50,310,0
500,-50,180,200,50,310,0
500,-50,180,200,150,310,0
500,-50,180,200,250,310,0
500,-50,180,200,350,310,0
500,-50,180,200,450,310,0
500,-50,180,300,-450,310,108
500,-50,180,300,-350,310,108
500,-50,180,300,-250,310,108
500,-50,180,300,-150,310,108
500,-50,180,300,-50,310,89
500,-50,180,300,50,310,48
500,-50,180,300,150,310,0
500,-50,180,300,250,310,0
500,-50,180,300,350,310,0
500,-50,180,300,450,310,0
500,-50,180,400,-450,310,107
500,-50,180,400,-350,310,107
500,-50,180,400,-250,310,108
500,-50,180,400,-150,310,70
500,-50,180,400,-50,310,0
500,-50,180,400,50,310,0
500,-50,180,400,150,310,0
500,-50,180,400,250,310,0
500,-50,180,400,350,310,0
500,-50,180,400,450,310,0
500,-50,180,500,-450,310,108
500,-50,180,500,-350,310,107
500,-50,180,500,-250,310,108
500,-50,180,500,-150,310,34
500,-50,180,500,-50,310,0
500,-50,180,500,50,310,0
500,-50,180,500,150,310,0
500,-50,180,500,250,310,0
500,-50,180,500,350,310,0
500,-50,180,500,450,310,0
500,-50,180,600,-450,310,0
500,-50,180,600,-350,310,105
500,-50,180,600,-250,310,104
500,-50,180,600,-150,310,71
500,-50,180,600,-50,310,13
500,-50,180,600,50,310,22
500,-50,180,600,150,310,26
500,-50,180,600,250,310,0
500,-50,180,600,350,310,0
500,-50,180,600,450,310,0
500,50,180,200,-450,310,111
500,50,180,200,-350,310,111
500,50,180,200,-250,310,0
500,50,180,200,-150,310,0
500,50,180,200,-50,310,0
500,50,180,200,50,310,0
500,50,180,200,150,310,0
500,50,180,200,250,310,0
500,50,180,200,350,310,0
500,50,180,200,450,310,0
500,50,180,300,-450,310,111
500,50,180,300,-350,310,111
500,50,180,300,-250,310,111
500,50,180,300,-150,310,111
500,50,180,300,-50,310,111
500,50,180,300,50,310,59
500,50,180,300,150,310,5
500,50,180,300,250,310,0
500,50,180,300,350,310,0
500,50,180,300,450,310,0
500,50,180,400,-450,310,111
500,50,180,400,-350,310,111
500,50,180,400,-250,310,111
500,50,180,400,-150,310,111
500,50,180,400,-50,310,61
500,50,180,400,50,310,0
500,50,180,400,150,310,0
500,50,180,400,250,310,0
500,50,180,400,350,310,0
500,50,180,400,450,310,0
500,50,180,500,-450,310,111
500,50,180,500,-350,310,111
500,50,180,500,-250,310,111
500,50,180,500,-150,310,111
500,50,180,500,-50,310,34
500,50,180,500,50,310,0
500,50,180,500,150,310,0
500,50,180,500,250,310,0
500,50,180,500,350,310,0
500,50,180,500,450,310,0
500,50,180,600,-450,310,0
500,50,180,600,-350,310,111
500,50,180,600,-250,310,111
500,50,180,600,-150,310,105
500,50,180,600,-50,310,71
500,50,180,600,50,310,22
500,50,180,600,150,310,28
500,50,180,600,250,310,0
500,50,180,600,350,310,0
500,50,180,600,450,310,0
500,150,180,200,-450,310,111
500,150,180,200,-350,310,111
500,150,180,200,-250,310,0
500,150,180,200,-150,310,0
500,150,180,200,-50,310,0
500,150,180,200,50,310,0
500,150,180,200,150,310,0
500,150,180,200,250,310,0
500,150,180,200,350,310,0
500,150,180,200,450,310,0
500,150,180,300,-450,310,113
500,150,180,300,-350,310,112
500,150,180,300,-250,310,113
500,150,180,300,-150,310,113
500,150,180,300,-50,310,112
500,150,180,300,50,310,68
500,150,180,300,150,310,41
500,150,180,300,250,310,0
500,150,180,300,350,310,0
500,150,180,300,450,310,0
500,150,180,400,-450,310,113
500,150,180,400,-350,310,113
500,150,180,400,-250,310,113
500,150,180,400,-150,310,113
500,150,180,400,-50,310,111
500,150,180,400,50,310,50
500,150,180,400,150,310,0
500,150,180,400,250,310,0
500,150,180,400,350,310,0
500,150,180,400,450,310,0
500,150,180,500,-450,310,113
500,150,180,500,-350,310,113
500,150,180,500,-250,310,113
500,150,180,500,-150,310,113
500,150,180,500,-50,310,106
500,150,180,500,50,310,34
500,150,180,500,150,310,0
500,150,180,500,250,310,0
500,150,180,500,350,310,0
500,150,180,500,450,310,0
500,150,180,600,-450,310,0
500,150,180,600,-350,310,111
500,150,180,600,-250,310,110
500,150,180,600,-150,310,105
500,150,180,600,-50,310,92
500,150,180,600,50,310,71
500,150,180,600,150,310,31
500,150,180,600,250,310,0
500,150,180,600,350,310,0
500,150,180,600,450,310,0
500,250,180,200,-450,310,111
500,250,180,200,-350,310,111
500,250,180,200,-250,310,0
500,250,180,200,-150,310,0
500,250,180,200,-50,310,0
500,250,180,200,50,310,0
500,250,180,200,150,310,0
500,250,180,200,250,310,0
500,250,180,200,350,310,0
500,250,180,200,450,310,0
500,250,180,300,-450,310,113
500,250,180,300,-350,310,113
500,250,180,300,-250,310,113
500,250,180,300,-150,310,114
500,250,180,300,-50,310,112
500,250,180,300,50,310,74
500,250,180,300,150,310,46
500,250,180,300,250,310,19
500,250,180,300,350,310,0
500,250,180,300,450,310,0
500,250,180,400,-450,310,114
500,250,180,400,-350,310,114
500,250,180,400,-250,310,114
500,250,180,400,-150,310,114
500,250,180,400,-50,310,111
500,250,180,400,50,310,94
500,250,180,400,150,310,41
500,250,180,400,250,310,0
500,250,180,400,350,310,0
500,250,180,400,450,310,0
500,250,180,500,-450,310,114
500,250,180,500,-350,310,114
500,250,180,500,-250,310,114
500,250,180,500,-150,310,113
500,250,180,500,-50,310,106
500,250,180,500,50,310,88
500,250,180,500,150,310,34
500,250,180,500,250,310,0
500,250,180,500,350,310,0
500,250,180,500,450,310,0
500,250,180,600,-450,310,0
500,250,180,600,-350,310,111
500,250,180,600,-250,310,111
500,250,180,600,-150,310,105
500,250,180,600,-50,310,92
500,250,180,600,50,310,73
500,250,180,600,150,310,63
500,250,180,600,250,310,0
500,250,180,600,350,310,0
500,250,180,600,450,310,0
500,350,180,200,-450,310,111
500,350,180,200,-350,310,111
500,350,180,200,-250,310,0
500,350,180,200,-150,310,0
500,350,180,200,-50,310,0
500,350,180,200,50,310,0
500,350,180,200,150,310,0
500,350,180,200,250,310,0
500,350,180,200,350,310,0
500,350,180,200,450,310,0
500,350,180,300,-450,310,113
500,350,180,300,-350,310,113
500,350,180,300,-250,310,113
500,350,180,300,-150,310,114
500,350,180,300,-50,310,113
500,350,180,300,50,310,78
500,350,180,300,150,310,48
500,350,180,300,250,310,30
500,350,180,300,350,310,0
500,350,180,300,450,310,0
500,350,180,400,-450,310,114
500,350,180,400,-350,310,114
500,350,180,400,-250,310,114
500,350,180,400,-150,310,114
500,350,180,400,-50,310,112
500,350,180,400,50,310,94
500,350,180,400,150,310,69
500,350,180,400,250,310,33
500,350,180,400,350,310,0
500,350,180,400,450,310,0
500,350,180,500,-450,310,114
500,350,180,500,-350,310,114
500,350,180,500,-250,310,114
500,350,180,500,-150,310,113
500,350,180,500,-50,310,106
500,350,180,500,50,310,88
500,350,180,500,150,310,67
500,350,180,500,250,310,21
500,350,180,500,350,310,0
500,350,180,500,450,310,0
500,350,180,600,-450,310,0
500,350,180,600,-350,310,111
500,350,180,600,-250,310,111
500,350,180,600,-150,310,105
500,350,180,600,-50,310,92
500,350,180,600,50,310,73
500,350,180,600,150,310,63
500,350,180,600,250,310,0
500,350,180,600,350,310,0
500,350,180,600,450,310,0
500,450,180,200,-450,310,111
500,450,180,200,-350,310,111
500,450,180,200,-250,310,0
500,450,180,200,-150,310,0
500,450,180,200,-50,310,0
500,450,180,200,50,310,0
500,450,180,200,150,310,0
500,450,180,200,250,310,0
500,450,180,200,350,310,0
500,450,180,200,450,310,0
500,450,180,300,-450,310,113
500,450,180,300,-350,310,113
500,450,180,300,-250,310,113
500,450,180,300,-150,310,114
500,450,180,300,-50,310,112
500,450,180,300,50,310,76
500,450,180,300,150,310,47
500,450,180,300,250,310,24
500,450,180,300,350,310,0
500,450,180,300,450,310,0
500,450,180,400,-450,310,114
500,450,180,400,-350,310,114
500,450,180,400,-250,310,114
500,450,180,400,-150,310,114
500,450,180,400,-50,310,111
500,450,180,400,50,310,94
500,450,180,400,150,310,69
500,450,180,400,250,310,63
500,450,180,400,350,310,0
500,450,180,400,450,310,0
500,450,180,500,-450,310,114
500,450,180,500,-350,310,114
500,450,180,500,-250,310,114
500,450,180,500,-150,310,113
500,450,180,500,-50,310,106
500,450,180,500,50,310,88
500,450,180,500,150,310,67
500,450,180,500,250,310,63
500,450,180,500,350,310,0
500,450,180,500,450,310,0
500,450,180,600,-450,310,0
500,450,180,600,-350,310,111
500,450,180,600,-250,310,110
500,450,180,600,-150,310,105
500,450,180,600,-50,310,92
500,450,180,600,50,310,73
500,450,180,600,150,310,63
500,450,180,600,250,310,0
500,450,180,600,350,310,0
500,450,180,600,450,310,0
600,-450,180,200,-450,310,0
600,-450,180,200,-350,310,0
600,-450,180,200,-250,310,0
600,-450,180,200,-150,310,0
600,-450,180,200,-50,310,0
600,-450,180,200,50,310,0
600,-450,180,200,150,310,0
600,-450,180,200,250,310,0
600,-450,180,200,350,310,0
600,-450,180,200,450,310,0
600,-450,180,300,-450,310,0
600,-450,180,300,-350,310,0
600,-450,180,300,-250,310,0
600,-450,180,300,-150,310,0
600,-450,180,300,-50,310,0
600,-450,180,300,50,310,0
600,-450,180,300,150,310,0
600,-450,180,300,250,310,0
600,-450,180,300,350,310,0
600,-450,180,300,450,310,0
600,-450,180,400,-450,310,0
600,-450,180,400,-350,310,0
600,-450,180,400,-250,310,0
600,-450,180,400,-150,310,0
600,-450,180,400,-50,310,0
600,-450,180,400,50,310,0
600,-450,180,400,150,310,0
600,-450,180,400,250,310,0
600,-450,180,400,350,310,0
600,-450,180,400,450,310,0
600,-450,180,500,-450,310,0
600,-450,180,500,-350,310,0
600,-450,180,500,-250,310,0
600,-450,180,500,-150,310,0
600,-450,180,500,-50,310,0
600,-450,180,500,50,310,0
600,-450,180,500,150,310,0
600,-450,180,500,250,310,0
600,-450,180,500,350,310,0
600,-450,180,500,450,310,0
600,-450,180,600,-450,310,0
600,-450,180,600,-350,310,0
600,-450,180,600,-250,310,0
600,-450,180,600,-150,310,0
600,-450,180,600,-50,310,0
600,-450,180,600,50,310,0
600,-450,180,600,150,310,0
600,-450,180,600,250,310,0
600,-450,180,600,350,310,0
600,-450,180,600,450,310,0
600,-350,180,200,-450,310,0
600,-350,180,200,-350,310,0
600,-350,180,200,-250,310,0
600,-350,180,200,-150,310,0
600,-350,180,200,-50,310,0
600,-350,180,200,50,310,0
600,-350,180,200,150,310,0
600,-350,180,200,250,310,0
600,-350,180,200,350,310,0
600,-350,180,200,450,310,0
600,-350,180,300,-450,310,0
600,-350,180,300,-350,310,0
600,-350,180,300,-250,310,0
600,-350,180,300,-150,310,0
600,-350,180,300,-50,310,0
600,-350,180,300,50,310,0
600,-350,180,300,150,310,0
600,-350,180,300,250,310,0
600,-350,180,300,350,310,0
600,-350,180,300,450,310,0
600,-350,180,400,-450,310,0
600,-350,180,400,-350,310,0
600,-350,180,400,-250,310,0
600,-350,180,400,-150,310,0
600,-350,180,400,-50,310,0
600,-350,180,400,50,310,0
600,-350,180,400,150,310,0
600,-350,180,400,250,310,0
600,-350,180,400,350,310,0
600,-350,180,400,450,310,0
600,-350,180,500,-450,310,0
600,-350,180,500,-350,310,0
600,-350,180,500,-250,310,0
600,-350,180,500,-150,310,0
600,-350,180,500,-50,310,0
600,-350,180,500,50,310,0
600,-350,180,500,150,310,0
600,-350,180,500,250,310,0
600,-350,180,500,350,310,0
600,-350,180,500,450,310,0
600,-350,180,600,-450,310,0
600,-350,180,600,-350,310,0
600,-350,180,600,-250,310,0
600,-350,180,600,-150,310,0
600,-350,180,600,-50,310,0
600,-350,180,600,50,310,0
600,-350,180,600,150,310,0
600,-350,180,600,250,310,0
600,-350,180,600,350,310,0
600,-350,180,600,450,310,0
600,-250,180,200,-450,310,0
600,-250,180,200,-350,310,0
600,-250,180,200,-250,310,0
600,-250,180,200,-150,310,0
600,-250,180,200,-50,310,0
600,-250,180,200,50,310,0
600,-250,180,200,150,310,0
600,-250,180,200,250,310,0
600,-250,180,200,350,310,0
600,-250,180,200,450,310,0
600,-250,180,300,-450,310,0
600,-250,180,300,-350,310,0
600,-250,180,300,-250,310,0
600,-250,180,300,-150,310,0
600,-250,180,300,-50,310,0
600,-250,180,300,50,310,0
600,-250,180,300,150,310,0
600,-250,180,300,250,310,0
600,-250,180,300,350,310,0
600,-250,180,300,450,310,0
600,-250,180,400,-450,310,0
600,-250,180,400,-350,310,0
600,-250,180,400,-250,310,0
600,-250,180,400,-150,310,0
600,-250,180,400,-50,310,0
600,-250,180,400,50,310,0
600,-250,180,400,150,310,0
600,-250,180,400,250,310,0
600,-250,180,400,350,310,0
600,-250,180,400,450,310,0
600,-250,180,500,-450,310,0
600,-250,180,500,-350,310,0
600,-250,180,500,-250,310,0
600,-250,180,500,-150,310,0
600,-250,180,500,-50,310,0
600,-250,180,500,50,310,0
600,-250,180,500,150,310,0
600,-250,180,500,250,310,0
600,-250,180,500,350,310,0
600,-250,180,500,450,310,0
600,-250,180,600,-450,310,0
600,-250,180,600,-350,310,0
600,-250,180,600,-250,310,0
600,-250,180,600,-150,310,0
600,-250,180,600,-50,310,0
600,-250,180,600,50,310,0
600,-250,180,600,150,310,0
600,-250,180,600,250,310,0
600,-250,180,600,350,310,0
600,-250,180,600,450,310,0
600,-150,180,200,-450,310,94
600,-150,180,200,-350,310,94
600,-150,180,200,-250,310,0
600,-150,180,200,-150,310,0
600,-150,180,200,-50,310,0
600,-150,180,200,50,310,0
600,-150,180,200,150,310,0
600,-150,180,200,250,310,0
600,-150,180,200,350,310,0
600,-150,180,200,450,310,0
600,-150,180,300,-450,310,94
600,-150,180,300,-350,310,94
600,-150,180,300,-250,310,94
600,-150,180,300,-150,310,94
600,-150,180,300,-50,310,57
600,-150,180,300,50,310,0
600,-150,180,300,150,310,0
600,-150,180,300,250,310,0
600,-150,180,300,350,310,0
600,-150,180,300,450,310,0
600,-150,180,400,-450,310,94
600,-150,180,400,-350,310,94
600,-150,180,400,-250,310,94
600,-150,180,400,-150,310,81
600,-150,180,400,-50,310,20
600,-150,180,400,50,310,0
600,-150,180,400,150,310,0
600,-150,180,400,250,310,0
600,-150,180,400,350,310,0
600,-150,180,400,450,310,0
600,-150,180,500,-450,310,94
600,-150,180,500,-350,310,94
600,-150,180,500,-250,310,53
600,-150,180,500,-150,310,0
600,-150,180,500,-50,310,0
600,-150,180,500,50,310,0
600,-150,180,500,150,310,0
600,-150,180,500,250,310,0
600,-150,180,500,350,310,0
600,-150,180,500,450,310,0
600,-150,180,600,-450,310,0
600,-150,180,600,-350,310,86
600,-150,180,600,-250,310,34
600,-150,180,600,-150,310,0
600,-150,180,600,-50,310,0
600,-150,180,600,50,310,24
600,-150,180,600,150,310,6
600,-150,180,600,250,310,0
600,-150,180,600,350,310,0
600,-150,180,600,450,310,0
600,-50,180,200,-450,310,104
600,-50,180,200,-350,310,104
600,-50,180,200,-250,310,0
600,-50,180,200,-150,310,0
600,-50,180,200,-50,310,0
600,-50,180,200,50,310,0
600,-50,180,200,150,310,0
600,-50,180,200,250,310,0
600,-50,180,200,350,310,0
600,-50,180,200,450,310,0
600,-50,180,300,-450,310,104
600,-50,180,300,-350,310,104
600,-50,180,300,-250,310,104
600,-50,180,300,-150,310,104
600,-50,180,300,-50,310,95
600,-50,180,300,50,310,18
600,-50,180,300,150,310,0
600,-50,180,300,250,310,0
600,-50,180,300,350,310,0
600,-50,180,300,450,310,0
600,-50,180,400,-450,310,104
600,-50,180,400,-350,310,104
600,-50,180,400,-250,310,104
600,-50,180,400,-150,310,104
600,-50,180,400,-50,310,80
600,-50,180,400,50,310,18
600,-50,180,400,150,310,0
600,-50,180,400,250,310,0
600,-50,180,400,350,310,0
600,-50,180,400,450,310,0
600,-50,180,500,-450,310,104
600,-50,180,500,-350,310,104
600,-50,180,500,-250,310,104
600,-50,180,500,-150,310,53
600,-50,180,500,-50,310,0
600,-50,180,500,50,310,0
600,-50,180,500,150,310,0
600,-50,180,500,250,310,0
600,-50,180,500,350,310,0
600,-50,180,500,450,310,0
600,-50,180,600,-450,310,0
600,-50,180,600,-350,310,97
600,-50,180,600,-250,310,95
600,-50,180,600,-150,310,34
600,-50,180,600,-50,310,0
600,-50,180,600,50,310,0
600,-50,180,600,150,310,19
600,-50,180,600,250,310,0
600,-50,180,600,350,310,0
600,-50,180,600,450,310,0
600,50,180,200,-450,310,109
600,50,180,200,-350,310,108
600,50,180,200,-250,310,0
600,50,180,200,-150,310,0
600,50,180,200,-50,310,0
600,50,180,200,50,310,0
600,50,180,200,150,310,0
600,50,180,200,250,310,0
600,50,180,200,350,310,0
600,50,180,200,450,310,0
600,50,180,300,-450,310,108
600,50,180,300,-350,310,108
600,50,180,300,-250,310,109
600,50,180,300,-150,310,108
600,50,180,300,-50,310,108
600,50,180,300,50,310,50
600,50,180,300,150,310,0
600,50,180,300,250,310,0
600,50,180,300,350,310,0
600,50,180,300,450,310,0
600,50,180,400,-450,310,108
600,50,180,400,-350,310,108
600,50,180,400,-250,310,108
600,50,180,400,-150,310,108
600,50,180,400,-50,310,107
600,50,180,400,50,310,63
600,50,180,400,150,310,0
600,50,180,400,250,310,0
600,50,180,400,350,310,0
600,50,180,400,450,310,0
600,50,180,500,-450,310,108
600,50,180,500,-350,310,108
600,50,180,500,-250,310,108
600,50,180,500,-150,310,108
600,50,180,500,-50,310,48
600,50,180,500,50,310,0
600,50,180,500,150,310,0
600,50,180,500,250,310,0
600,50,180,500,350,310,0
600,50,180,500,450,310,0
600,50,180,600,-450,310,0
600,50,180,600,-350,310,107
600,50,180,600,-250,310,105
600,50,180,600,-150,310,98
600,50,180,600,-50,310,34
600,50,180,600,50,310,0
600,50,180,600,150,310,0
600,50,180,600,250,310,0
600,50,180,600,350,310,0
600,50,180,600,450,310,0
600,150,180,200,-450,310,110
600,150,180,200,-350,310,110
600,150,180,200,-250,310,0
600,150,180,200,-150,310,0
600,150,180,200,-50,310,0
600,150,180,200,50,310,0
600,150,180,200,150,310,0
600,150,180,200,250,310,0
600,150,180,200,350,310,0
600,150,180,200,450,310,0
600,150,180,300,-450,310,110
600,150,180,300,-350,310,110
600,150,180,300,-250,310,110
600,150,180,300,-150,310,110
600,150,180,300,-50,310,110
600,150,180,300,50,310,58
600,150,180,300,150,310,0
600,150,180,300,250,310,0
600,150,180,300,350,310,0
600,150,180,300,450,310,0
600,150,180,400,-450,310,110
600,150,180,400,-350,310,110
600,150,180,400,-250,310,110
600,150,180,400,-150,310,110
600,150,180,400,-50,310,110
600,150,180,400,50,310,89
600,150,180,400,150,310,34
600,150,180,400,250,310,0
600,150,180,400,350,310,0
600,150,180,400,450,310,0
600,150,180,500,-450,310,110
600,150,180,500,-350,310,110
600,150,180,500,-250,310,110
600,150,180,500,-150,310,110
600,150,180,500,-50,310,106
600,150,180,500,50,310,42
600,150,180,500,150,310,0
600,150,180,500,250,310,0
600,150,180,500,350,310,0
600,150,180,500,450,310,0
600,150,180,600,-450,310,0
600,150,180,600,-350,310,110
600,150,180,600,-250,310,110
600,150,180,600,-150,310,104
600,150,180,600,-50,310,86
600,150,180,600,50,310,34
600,150,180,600,150,310,0
600,150,180,600,250,310,0
600,150,180,600,350,310,0
600,150,180,600,450,310,0
600,250,180,200,-450,310,111
600,250,180,200,-350,310,111
600,250,180,200,-250,310,0
600,250,180,200,-150,310,0
600,250,180,200,-50,310,0
600,250,180,200,50,310,0
600,250,180,200,150,310,0
600,250,180,200,250,310,0
600,250,180,200,350,310,0
600,250,180,200,450,310,0
600,250,180,300,-450,310,111
600,250,180,300,-350,310,111
600,250,180,300,-250,310,111
600,250,180,300,-150,310,111
600,250,180,300,-50,310,111
600,250,180,300,50,310,63
600,250,180,300,150,310,17
600,250,180,300,250,310,0
600,250,180,300,350,310,0
600,250,180,300,450,310,0
600,250,180,400,-450,310,111
600,250,180,400,-350,310,111
600,250,180,400,-250,310,111
600,250,180,400,-150,310,111
600,250,180,400,-50,310,111
600,250,180,400,50,310,93
600,250,180,400,150,310,63
600,250,180,400,250,310,0
600,250,180,400,350,310,0
600,250,180,400,450,310,0
600,250,180,500,-450,310,111
600,250,180,500,-350,310,111
600,250,180,500,-250,310,111
600,250,180,500,-150,310,111
600,250,180,500,-50,310,106
600,250,180,500,50,310,84
600,250,180,500,150,310,36
600,250,180,500,250,310,0
600,250,180,500,350,310,0
600,250,180,500,450,310,0
600,250,180,600,-450,310,0
600,250,180,600,-350,310,111
600,250,180,600,-250,310,111
600,250,180,600,-150,310,105
600,250,180,600,-50,310,91
600,250,180,600,50,310,68
600,250,180,600,150,310,26
600,250,180,600,250,310,0
600,250,180,600,350,310,0
600,250,180,600,450,310,0
600,350,180,200,-450,310,111
600,350,180,200,-350,310,111
600,350,180,200,-250,310,0
600,350,180,200,-150,310,0
600,350,180,200,-50,310,0
600,350,180,200,50,310,0
600,350,180,200,150,310,0
600,350,180,200,250,310,0
600,350,180,200,350,310,0
600,350,180,200,450,310,0
600,350,180,300,-450,310,111
600,350,180,300,-350,310,111
600,350,180,300,-250,310,112
600,350,180,300,-150,310,111
600,350,180,300,-50,310,111
600,350,180,300,50,310,63
600,350,180,300,150,310,18
600,350,180,300,250,310,0
600,350,180,300,350,310,0
600,350,180,300,450,310,0
600,350,180,400,-450,310,111
600,350,180,400,-350,310,111
600,350,180,400,-250,310,111
600,350,180,400,-150,310,111
600,350,180,400,-50,310,111
600,350,180,400,50,310,93
600,350,180,400,150,310,64
600,350,180,400,250,310,6
600,350,180,400,350,310,0
600,350,180,400,450,310,0
600,350,180,500,-450,310,111
600,350,180,500,-350,310,111
600,350,180,500,-250,310,111
600,350,180,500,-150,310,111
600,350,180,500,-50,310,106
600,350,180,500,50,310,84
600,350,180,500,150,310,60
600,350,180,500,250,310,25
600,350,180,500,350,310,0
600,350,180,500,450,310,0
600,350,180,600,-450,310,0
600,350,180,600,-350,310,111
600,350,180,600,-250,310,111
600,350,180,600,-150,310,105
600,350,180,600,-50,310,91
600,350,180,600,50,310,68
600,350,180,600,150,310,59
600,350,180,600,250,310,0
600,350,180,600,350,310,0
600,350,180,600,450,310,0
600,450,180,200,-450,310,0
600,450,180,200,-350,310,0
600,450,180,200,-250,310,0
600,450,180,200,-150,310,0
600,450,180,200,-50,310,0
600,450,180,200,50,310,0
600,450,180,200,150,310,0
600,450,180,200,250,310,0
600,450,180,200,350,310,0
