Gird Size,10,5,1,,,,,,,,,,,,,,,,,,
Coordenada,,,Brazo derecho,,,,,,,,Coordenada,,,Brazo izquierdo,,,,,,,
X,Y,Z,Alcance?,J1,J2,J3,J4,J5,J6,J7,X,Y,Z,Alcance?,J1,J2,J3,J4,J5,J6,J7
500,150,440,1,167.5,-17.9594,-7.28556,282.304,105.918,-104.829,-110.961,500,150,440,1,-52.7684,-45.6631,20.4169,72.6947,107.156,132.298,7.88341
500,250,440,0,0,0,0,0,0,0,0,500,250,440,1,-49.5954,-56.6265,15.9041,77.0426,110.569,148.513,6.29339
500,350,440,0,0,0,0,0,0,0,0,500,350,440,1,-48.1004,-61.8315,3.95715,83.3113,112.8,166.962,6.15729
500,450,440,0,0,0,0,0,0,0,0,500,450,440,1,-48.1242,-59.4827,-17.9644,91.3459,113.026,188.256,6.89164
600,-450,440,0,0,0,0,0,0,0,0,600,-450,440,0,0,0,0,0,0,0,0
600,-350,440,1,57.1193,-35.2317,-37.1481,271.883,108.239,-181.987,-17.9274,600,-350,440,0,0,0,0,0,0,0,0
600,-250,440,1,57.2441,-35.1664,-18.3942,277.58,107.317,-162.206,-17.2794,600,-250,440,0,0,0,0,0,0,0,0
600,-150,440,1,62.8441,-27.6776,-12.5205,281.216,105.677,-147.793,-21.3193,600,-150,440,0,0,0,0,0,0,0,0
600,-50,440,1,81.0197,-16.3323,-15.5943,283.299,104.097,-137.527,-37.583,600,-50,440,1,-153.941,-11.9685,-26.524,77.5363,104.019,131.139,106.766
600,50,440,1,156.708,-11.019,-26.9061,284.087,103.067,-131.548,-111.159,600,50,440,1,-83.9683,-17.2514,-15.272,78.212,105.222,137.133,38.8386
600,150,440,0,0,0,0,0,0,0,0,600,150,440,1,-65.2187,-28.314,-12.2495,80.2636,106.872,147.467,21.8756
600,250,440,0,0,0,0,0,0,0,0,600,250,440,1,-59.0953,-35.6973,-18.1012,83.9694,108.455,161.954,17.1788
600,350,440,0,0,0,0,0,0,0,0,600,350,440,1,-58.4757,-35.7287,-36.7363,89.8429,109.119,181.783,17.25
600,450,440,0,0,0,0,0,0,0,0,600,450,440,0,0,0,0,0,0,0,0
