Xl,Yl,Xr,Yr,Al,Ar,A,C,Ok,Distancia(mm)
400,-150,200,-150,1,1,1,1,1,29.3409
400,-150,200,-50,1,1,1,1,1,28.9992
400,-150,200,50,1,1,1,0,0,5.59682
400,-150,200,150,1,1,1,0,0,2.84874
400,-150,200,250,1,1,1,1,1,21.3086
400,-150,200,350,1,1,1,1,1,21.1714
400,-150,200,450,1,1,1,0,0,6.21755
400,-150,300,-450,1,1,1,1,1,28.9757
400,-150,300,-350,1,1,1,1,1,29.0171
400,-150,300,-250,1,1,1,1,1,29.3067
400,-150,300,-150,1,1,1,0,0,2.04404
400,-150,300,-50,1,1,1,0,0,23.9945
400,-150,300,50,1,1,1,0,0,20.2864
400,-150,300,150,1,1,1,0,0,6.54046
400,-150,300,250,1,1,1,0,0,4.42626
400,-150,300,350,1,1,1,0,0,3.66213
400,-150,300,450,1,0,0,0,0,3.66213
400,-150,400,-450,1,1,1,1,1,29.0474
400,-150,400,-350,1,1,1,1,1,29.0233
400,-150,400,-250,1,1,1,1,1,27.3642
400,-150,400,-150,1,1,1,0,0,6.10E-05
400,-150,400,-50,1,1,1,0,0,1.51425
400,-150,400,50,1,1,1,0,0,8.29718
400,-150,400,150,1,1,1,0,0,21.1359
400,-150,400,250,1,1,1,0,0,29.0258
400,-150,400,350,1,1,1,0,0,11.1651
400,-150,400,450,1,0,0,0,0,11.1651
400,-150,500,-450,1,1,1,1,1,29.0703
400,-150,500,-350,1,1,1,1,1,28.9849
400,-150,500,-250,1,1,1,1,1,29.0383
400,-150,500,-150,1,1,1,0,0,2.85478
400,-150,500,-50,1,1,1,0,0,1.81763
400,-150,500,50,1,1,1,0,0,8.59036
400,-150,500,150,1,1,1,0,0,2.17818
400,-150,500,250,1,1,1,0,0,10.4888
400,-150,500,350,1,0,0,0,0,10.4888
400,-150,500,450,1,0,0,0,0,1.05E+01
400,-150,600,-450,1,0,0,0,0,10.4888
400,-150,600,-350,1,1,1,1,1,29.0501
400,-150,600,-250,1,1,1,1,1,29.0245
400,-150,600,-150,1,1,1,1,1,28.7505
400,-150,600,-50,1,1,1,0,0,1.63246
400,-150,600,50,1,1,1,0,0,15.4898
400,-150,600,150,1,1,1,0,0,14.015
400,-150,600,250,1,0,0,0,0,14.015
400,-150,600,350,1,0,0,0,0,14.015
400,-150,600,450,1,0,0,0,0,14.015
400,-50,200,-450,1,1,1,1,1,29.7603
400,-50,200,-350,1,1,1,1,1,30.0349
400,-50,200,-250,1,1,1,1,1,29.739
400,-50,200,-150,1,1,1,1,1,30.0441
400,-50,200,-50,1,1,1,1,1,29.8293
400,-50,200,50,1,1,1,0,0,1.81425
400,-50,200,150,1,1,1,0,0,5.75023
400,-50,200,250,1,1,1,0,0,3.46207
400,-50,200,350,1,1,1,1,1,11.8356
400,-50,200,450,1,1,1,0,0,4.27137
400,-50,300,-450,1,1,1,1,1,29.7818
400,-50,300,-350,1,1,1,1,1,29.8989
400,-50,300,-250,1,1,1,1,1,29.7775
400,-50,300,-150,1,1,1,1,1,29.7584
400,-50,300,-50,1,1,1,0,0,13.838
400,-50,300,50,1,1,1,0,0,1.95152
400,-50,300,150,1,1,1,0,0,0.314139
400,-50,300,250,1,1,1,0,0,1.83214
400,-50,300,350,1,1,1,0,0,1.16903
400,-50,300,450,1,0,0,0,0,1.16903
400,-50,400,-450,1,1,1,1,1,29.7368
400,-50,400,-350,1,1,1,1,1,29.7434
400,-50,400,-250,1,1,1,1,1,29.7722
400,-50,400,-150,1,1,1,1,1,20.5623
400,-50,400,-50,1,1,1,0,0,0
400,-50,400,50,1,1,1,0,0,5.74104
400,-50,400,150,1,1,1,0,0,7.46681
400,-50,400,250,1,1,1,0,0,12.6428
400,-50,400,350,1,1,1,0,0,10.147
400,-50,400,450,1,0,0,0,0,10.147
400,-50,500,-450,1,1,1,1,1,29.7383
400,-50,500,-350,1,1,1,1,1,29.7619
400,-50,500,-250,1,1,1,1,1,29.7998
400,-50,500,-150,1,1,1,1,1,29.7358
400,-50,500,-50,1,1,1,0,0,2.19609
400,-50,500,50,1,1,1,0,0,9.51218
400,-50,500,150,1,1,1,0,0,6.62362
400,-50,500,250,1,1,1,0,0,6.66859
400,-50,500,350,1,0,0,0,0,6.66859
400,-50,500,450,1,0,0,0,0,6.66859
400,-50,600,-450,1,0,0,0,0,6.67E+00
400,-50,600,-350,1,1,1,1,1,29.7857
400,-50,600,-250,1,1,1,1,1,29.8142
400,-50,600,-150,1,1,1,1,1,29.7392
400,-50,600,-50,1,1,1,1,1,30.115
400,-50,600,50,1,1,1,1,1,14.4425
400,-50,600,150,1,1,1,0,0,16.5707
400,-50,600,250,1,0,0,0,0,16.5707
400,-50,600,350,1,0,0,0,0,16.5707
400,-50,600,450,1,0,0,0,0,16.5707
400,50,200,-450,1,1,1,1,1,29.7707
400,50,200,-350,1,1,1,1,1,30.0392
400,50,200,-250,1,1,1,1,1,29.7818
400,50,200,-150,1,1,1,1,1,30.1547
400,50,200,-50,1,1,1,1,1,29.8379
400,50,200,50,1,1,1,1,1,23.3373
400,50,200,150,1,1,1,0,0,4.02513
400,50,200,250,1,1,1,0,0,5.0796
400,50,200,350,1,1,1,0,0,4.50608
400,50,200,450,1,1,1,0,0,20.0065
400,50,300,-450,1,1,1,1,1,29.7888
400,50,300,-350,1,1,1,1,1,29.8993
400,50,300,-250,1,1,1,1,1,29.9765
400,50,300,-150,1,1,1,1,1,29.7695
400,50,300,-50,1,1,1,1,1,29.8592
400,50,300,50,1,1,1,0,0,7.36569
400,50,300,150,1,1,1,0,0,1.23041
400,50,300,250,1,1,1,0,0,3.10244
400,50,300,350,1,1,1,0,0,1.79186
400,50,300,450,1,0,0,0,0,1.79186
400,50,400,-450,1,1,1,1,1,29.7951
400,50,400,-350,1,1,1,1,1,29.7719
400,50,400,-250,1,1,1,1,1,29.7803
400,50,400,-150,1,1,1,1,1,29.8319
400,50,400,-50,1,1,1,1,1,18.8437
400,50,400,50,1,1,1,0,0,9.10E-05
400,50,400,150,1,1,1,0,0,7.14293
400,50,400,250,1,1,1,0,0,3.68553
400,50,400,350,1,1,1,0,0,1.2104
400,50,400,450,1,0,0,0,0,1.2104
400,50,500,-450,1,1,1,1,1,29.8372
400,50,500,-350,1,1,1,1,1,29.7718
400,50,500,-250,1,1,1,1,1,29.8588
400,50,500,-150,1,1,1,1,1,29.8122
400,50,500,-50,1,1,1,1,1,29.7777
400,50,500,50,1,1,1,0,0,3.71746
400,50,500,150,1,1,1,0,0,4.94089
400,50,500,250,1,1,1,0,0,4.72749
400,50,500,350,1,0,0,0,0,4.72749
400,50,500,450,1,0,0,0,0,4.72749
400,50,600,-450,1,0,0,0,0,4.72749
400,50,600,-350,1,1,1,1,1,2.99E+01
400,50,600,-250,1,1,1,1,1,29.8522
400,50,600,-150,1,1,1,1,1,29.7809
400,50,600,-50,1,1,1,1,1,30.1231
400,50,600,50,1,1,1,1,1,28.9976
400,50,600,150,1,1,1,1,1,23.8277
400,50,600,250,1,0,0,1,0,23.8277
400,50,600,350,1,0,0,1,0,23.8277
400,50,600,450,1,0,0,1,0,23.8277
400,150,200,-450,1,1,1,1,1,30.0776
400,150,200,-350,1,1,1,1,1,30.185
400,150,200,-250,1,1,1,1,1,29.9827
400,150,200,-150,1,1,1,1,1,30.0211
400,150,200,-50,1,1,1,1,1,29.8217
400,150,200,50,1,1,1,1,1,23.8857
400,150,200,150,1,1,1,0,0,47.2789
400,150,200,250,1,1,1,1,1,16.7982
400,150,200,350,1,1,1,0,0,6.29452
400,150,200,450,1,1,1,0,0,4.41294
400,150,300,-450,1,1,1,1,1,30.1323
400,150,300,-350,1,1,1,1,1,30.2033
400,150,300,-250,1,1,1,1,1,29.8277
400,150,300,-150,1,1,1,1,1,29.8835
400,150,300,-50,1,1,1,1,1,29.8152
400,150,300,50,1,1,1,1,1,29.8494
400,150,300,150,1,1,1,0,0,2.93768
400,150,300,250,1,1,1,0,0,2.94864
400,150,300,350,1,1,1,0,0,8.22523
400,150,300,450,1,0,0,0,0,8.22523
400,150,400,-450,1,1,1,1,1,29.9609
400,150,400,-350,1,1,1,1,1,30.0093
400,150,400,-250,1,1,1,1,1,29.868
400,150,400,-150,1,1,1,1,1,29.9033
400,150,400,-50,1,1,1,1,1,29.8848
400,150,400,50,1,1,1,1,1,20.1963
400,150,400,150,1,1,1,0,0,0
400,150,400,250,1,1,1,0,0,6.01006
400,150,400,350,1,1,1,0,0,13.9609
400,150,400,450,1,0,0,0,0,13.9609
400,150,500,-450,1,1,1,1,1,29.9002
400,150,500,-350,1,1,1,1,1,29.8891
400,150,500,-250,1,1,1,1,1,29.8152
400,150,500,-150,1,1,1,1,1,29.9093
400,150,500,-50,1,1,1,1,1,29.8498
400,150,500,50,1,1,1,1,1,30.0284
400,150,500,150,1,1,1,0,0,1.41752
400,150,500,250,1,1,1,0,0,5.56171
400,150,500,350,1,0,0,0,0,5.56171
400,150,500,450,1,0,0,0,0,5.56171
400,150,600,-450,1,0,0,0,0,5.56171
400,150,600,-350,1,1,1,1,1,29.8221
400,150,600,-250,1,1,1,1,1,2.98E+01
400,150,600,-150,1,1,1,1,1,29.8484
400,150,600,-50,1,1,1,1,1,30.1165
400,150,600,50,1,1,1,1,1,29.388
400,150,600,150,1,1,1,1,1,29.9098
400,150,600,250,1,0,0,1,0,29.9098
400,150,600,350,1,0,0,1,0,29.9098
400,150,600,450,1,0,0,1,0,29.9098
400,250,200,-450,1,1,1,1,1,29.7454
400,250,200,-350,1,1,1,1,1,30.0331
400,250,200,-250,1,1,1,1,1,29.6946
400,250,200,-150,1,1,1,1,1,29.9949
400,250,200,-50,1,1,1,1,1,29.7399
400,250,200,50,1,1,1,1,1,30.0074
400,250,200,150,1,1,1,1,1,12.3901
400,250,200,250,1,1,1,1,1,29.6723
400,250,200,350,1,1,1,0,0,6.40336
400,250,200,450,1,1,1,0,0,2.08653
400,250,300,-450,1,1,1,1,1,29.7781
400,250,300,-350,1,1,1,1,1,29.8986
400,250,300,-250,1,1,1,1,1,29.6856
400,250,300,-150,1,1,1,1,1,29.7416
400,250,300,-50,1,1,1,1,1,29.7124
400,250,300,50,1,1,1,1,1,29.866
400,250,300,150,1,1,1,1,1,29.2112
400,250,300,250,1,1,1,0,0,7.5434
400,250,300,350,1,1,1,0,0,2.145
400,250,300,450,1,0,0,0,0,2.145
400,250,400,-450,1,1,1,1,1,29.6845
400,250,400,-350,1,1,1,1,1,29.7079
400,250,400,-250,1,1,1,1,1,29.7466
400,250,400,-150,1,1,1,1,1,29.6649
400,250,400,-50,1,1,1,1,1,29.6573
400,250,400,50,1,1,1,1,1,29.8781
400,250,400,150,1,1,1,1,1,22.5335
400,250,400,250,1,1,1,0,0,0.000122
400,250,400,350,1,1,1,0,0,5.11402
400,250,400,450,1,0,0,0,0,5.11402
400,250,500,-450,1,1,1,1,1,29.6622
400,250,500,-350,1,1,1,1,1,29.7484
400,250,500,-250,1,1,1,1,1,29.7125
400,250,500,-150,1,1,1,1,1,29.6745
400,250,500,-50,1,1,1,1,1,29.6788
400,250,500,50,1,1,1,1,1,29.7179
400,250,500,150,1,1,1,1,1,28.7651
400,250,500,250,1,1,1,0,0,4.59415
400,250,500,350,1,0,0,0,0,4.59415
400,250,500,450,1,0,0,0,0,4.59415
400,250,600,-450,1,0,0,0,0,4.59415
400,250,600,-350,1,1,1,1,1,29.6969
400,250,600,-250,1,1,1,1,1,29.7244
400,250,600,-150,1,1,1,1,1,29.6597
400,250,600,-50,1,1,1,1,1,30.0368
400,250,600,50,1,1,1,1,1,29.0012
400,250,600,150,1,1,1,1,1,29.6761
400,250,600,250,1,0,0,1,0,29.6761
400,250,600,350,1,0,0,1,0,29.6761
400,250,600,450,1,0,0,1,0,29.6761
400,350,200,-450,1,1,1,1,1,29.8222
400,350,200,-350,1,1,1,1,1,30.0972
400,350,200,-250,1,1,1,1,1,29.7648
400,350,200,-150,1,1,1,1,1,29.9928
400,350,200,-50,1,1,1,1,1,29.76
400,350,200,50,1,1,1,1,1,30.0112
400,350,200,150,1,1,1,1,1,12.1869
400,350,200,250,1,1,1,1,1,29.7382
400,350,200,350,1,1,1,1,1,15.9747
400,350,200,450,1,1,1,0,0,2.87872
400,350,300,-450,1,1,1,1,1,29.8583
400,350,300,-350,1,1,1,1,1,29.9675
400,350,300,-250,1,1,1,1,1,29.7086
400,350,300,-150,1,1,1,1,1,29.7977
400,350,300,-50,1,1,1,1,1,29.7207
400,350,300,50,1,1,1,1,1,29.8244
400,350,300,150,1,1,1,1,1,29.1885
400,350,300,250,1,1,1,1,1,27.8187
400,350,300,350,1,1,1,0,0,14.9245
400,350,300,450,1,0,0,0,0,14.9245
400,350,400,-450,1,1,1,1,1,29.753
400,350,400,-350,1,1,1,1,1,29.7801
400,350,400,-250,1,1,1,1,1,29.7915
400,350,400,-150,1,1,1,1,1,29.7288
400,350,400,-50,1,1,1,1,1,29.7183
400,350,400,50,1,1,1,1,1,29.839
400,350,400,150,1,1,1,1,1,29.0404
400,350,400,250,1,1,1,1,1,14.2299
400,350,400,350,1,1,1,0,0,0
400,350,400,450,1,0,0,0,0,0
400,350,500,-450,1,1,1,1,1,29.7253
400,350,500,-350,1,1,1,1,1,29.8035
400,350,500,-250,1,1,1,1,1,29.7208
400,350,500,-150,1,1,1,1,1,29.7409
400,350,500,-50,1,1,1,1,1,29.746
400,350,500,50,1,1,1,1,1,29.7915
400,350,500,150,1,1,1,1,1,28.777
400,350,500,250,1,1,1,1,1,29.776
400,350,500,350,1,0,0,1,0,29.776
400,350,500,450,1,0,0,1,0,29.776
400,350,600,-450,1,0,0,1,0,29.776
400,350,600,-350,1,1,1,1,1,29.7117
400,350,600,-250,1,1,1,1,1,29.7341
400,350,600,-150,1,1,1,1,1,29.7092
400,350,600,-50,1,1,1,1,1,30.0611
400,350,600,50,1,1,1,1,1,29.0565
400,350,600,150,1,1,1,1,1,29.7429
400,350,600,250,1,0,0,1,0,29.7429
400,350,600,350,1,0,0,1,0,29.7429
400,350,600,450,1,0,0,1,0,29.7429
400,450,200,-450,1,1,1,1,1,29.8133
400,450,200,-350,1,1,1,1,1,30.0885
400,450,200,-250,1,1,1,1,1,29.7672
400,450,200,-150,1,1,1,1,1,30.0019
400,450,200,-50,1,1,1,1,1,29.7795
400,450,200,50,1,1,1,1,1,30.0231
400,450,200,150,1,1,1,1,1,12.2086
400,450,200,250,1,1,1,1,1,29.7479
400,450,200,350,1,1,1,1,1,29.7902
400,450,200,450,1,1,1,0,0,5.64818
400,450,300,-450,1,1,1,1,1,29.8438
400,450,300,-350,1,1,1,1,1,29.9392
400,450,300,-250,1,1,1,1,1,29.7403
400,450,300,-150,1,1,1,1,1,29.8099
400,450,300,-50,1,1,1,1,1,29.7504
400,450,300,50,1,1,1,1,1,29.8236
400,450,300,150,1,1,1,1,1,29.1718
400,450,300,250,1,1,1,1,1,29.8043
400,450,300,350,1,1,1,1,1,26.5263
400,450,300,450,1,0,0,1,0,26.5263
400,450,400,-450,1,1,1,1,1,29.7583
400,450,400,-350,1,1,1,1,1,29.7791
400,450,400,-250,1,1,1,1,1,29.8224
400,450,400,-150,1,1,1,1,1,29.7418
400,450,400,-50,1,1,1,1,1,29.7362
400,450,400,50,1,1,1,1,1,29.8356
400,450,400,150,1,1,1,1,1,29.0108
400,450,400,250,1,1,1,1,1,29.7578
400,450,400,350,1,1,1,0,0,11.8862
400,450,400,450,1,0,0,0,0,11.8862
400,450,500,-450,1,1,1,1,1,29.7397
400,450,500,-350,1,1,1,1,1,29.8162
400,450,500,-250,1,1,1,1,1,29.7505
400,450,500,-150,1,1,1,1,1,29.7497
400,450,500,-50,1,1,1,1,1,29.7533
400,450,500,50,1,1,1,1,1,29.7882
400,450,500,150,1,1,1,1,1,28.8093
400,450,500,250,1,1,1,1,1,29.776
400,450,500,350,1,0,0,1,0,29.776
400,450,500,450,1,0,0,1,0,29.776
400,450,600,-450,1,0,0,1,0,29.776
400,450,600,-350,1,1,1,1,1,29.7438
400,450,600,-250,1,1,1,1,1,29.7581
400,450,600,-150,1,1,1,1,1,29.7345
400,450,600,-50,1,1,1,1,1,30.0825
400,450,600,50,1,1,1,1,1,29.0252
400,450,600,150,1,1,1,1,1,29.751
400,450,600,250,1,0,0,1,0,29.751
400,450,600,350,1,0,0,1,0,29.751
400,450,600,450,1,0,0,1,0,29.751
500,-450,200,-450,0,1,0,1,0,29.8133
500,-450,200,-350,0,1,0,1,0,30.0885
500,-450,200,-250,0,1,0,1,0,29.7672
500,-450,200,-150,0,1,0,1,0,30.0019
500,-450,200,-50,0,1,0,1,0,29.7795
500,-450,200,50,0,1,0,1,0,30.0231
500,-450,200,150,0,1,0,1,0,12.2086
500,-450,200,250,0,1,0,1,0,29.7479
500,-450,200,350,0,1,0,1,0,29.7902
500,-450,200,450,0,1,0,0,0,5.64808
500,-450,300,-450,0,1,0,1,0,29.8438
500,-450,300,-350,0,1,0,1,0,29.9392
500,-450,300,-250,0,1,0,1,0,29.7403
500,-450,300,-150,0,1,0,1,0,29.8099
500,-450,300,-50,0,1,0,1,0,29.7504
500,-450,300,50,0,1,0,1,0,29.8236
500,-450,300,150,0,1,0,1,0,29.1718
500,-450,300,250,0,1,0,1,0,29.8043
500,-450,300,350,0,1,0,1,0,26.5263
500,-450,300,450,0,0,0,1,0,26.5263
500,-450,400,-450,0,1,0,1,0,29.7583
500,-450,400,-350,0,1,0,1,0,29.7791
500,-450,400,-250,0,1,0,1,0,29.8224
500,-450,400,-150,0,1,0,1,0,29.7418
500,-450,400,-50,0,1,0,1,0,29.7362
500,-450,400,50,0,1,0,1,0,29.8356
500,-450,400,150,0,1,0,1,0,29.0108
500,-450,400,250,0,1,0,1,0,29.7578
500,-450,400,350,0,1,0,0,0,11.8862
500,-450,400,450,0,0,0,0,0,11.8862
500,-450,500,-450,0,1,0,1,0,29.7397
500,-450,500,-350,0,1,0,1,0,29.8162
500,-450,500,-250,0,1,0,1,0,29.7505
500,-450,500,-150,0,1,0,1,0,29.7497
500,-450,500,-50,0,1,0,1,0,29.7533
500,-450,500,50,0,1,0,1,0,29.7882
500,-450,500,150,0,1,0,1,0,28.8093
500,-450,500,250,0,1,0,1,0,29.776
500,-450,500,350,0,0,0,1,0,29.776
500,-450,500,450,0,0,0,1,0,29.776
500,-450,600,-450,0,0,0,1,0,29.776
500,-450,600,-350,0,1,0,1,0,29.7438
500,-450,600,-250,0,1,0,1,0,29.7581
500,-450,600,-150,0,1,0,1,0,29.7345
500,-450,600,-50,0,1,0,1,0,30.0825
500,-450,600,50,0,1,0,1,0,29.0252
500,-450,600,150,0,1,0,1,0,29.751
500,-450,600,250,0,0,0,1,0,29.751
500,-450,600,350,0,0,0,1,0,29.751
500,-450,600,450,0,0,0,1,0,29.751
500,-350,200,-450,0,1,0,1,0,29.8133
500,-350,200,-350,0,1,0,1,0,30.0885
500,-350,200,-250,0,1,0,1,0,29.7672
500,-350,200,-150,0,1,0,1,0,30.0019
500,-350,200,-50,0,1,0,1,0,29.7795
500,-350,200,50,0,1,0,1,0,30.0231
500,-350,200,150,0,1,0,1,0,12.2086
500,-350,200,250,0,1,0,1,0,29.7479
500,-350,200,350,0,1,0,1,0,29.7902
500,-350,200,450,0,1,0,0,0,5.64818
500,-350,300,-450,0,1,0,1,0,29.8438
500,-350,300,-350,0,1,0,1,0,29.9392
500,-350,300,-250,0,1,0,1,0,29.7403
500,-350,300,-150,0,1,0,1,0,29.8099
500,-350,300,-50,0,1,0,1,0,29.7504
500,-350,300,50,0,1,0,1,0,29.8236
500,-350,300,150,0,1,0,1,0,29.1718
500,-350,300,250,0,1,0,1,0,29.8043
500,-350,300,350,0,1,0,1,0,26.5263
500,-350,300,450,0,0,0,1,0,26.5263
500,-350,400,-450,0,1,0,1,0,29.7583
500,-350,400,-350,0,1,0,1,0,29.7791
500,-350,400,-250,0,1,0,1,0,29.8224
500,-350,400,-150,0,1,0,1,0,29.7418
500,-350,400,-50,0,1,0,1,0,29.7362
500,-350,400,50,0,1,0,1,0,29.8356
500,-350,400,150,0,1,0,1,0,29.0108
500,-350,400,250,0,1,0,1,0,29.7578
500,-350,400,350,0,1,0,0,0,11.8862
500,-350,400,450,0,0,0,0,0,11.8862
500,-350,500,-450,0,1,0,1,0,29.7397
500,-350,500,-350,0,1,0,1,0,29.8162
500,-350,500,-250,0,1,0,1,0,29.7505
500,-350,500,-150,0,1,0,1,0,29.7497
500,-350,500,-50,0,1,0,1,0,29.7533
500,-350,500,50,0,1,0,1,0,29.7882
500,-350,500,150,0,1,0,1,0,28.8093
500,-350,500,250,0,1,0,1,0,29.776
500,-350,500,350,0,0,0,1,0,29.776
500,-350,500,450,0,0,0,1,0,29.776
500,-350,600,-450,0,0,0,1,0,29.776
500,-350,600,-350,0,1,0,1,0,29.7438
500,-350,600,-250,0,1,0,1,0,29.7581
500,-350,600,-150,0,1,0,1,0,29.7345
500,-350,600,-50,0,1,0,1,0,30.0825
500,-350,600,50,0,1,0,1,0,29.0252
500,-350,600,150,0,1,0,1,0,29.751
500,-350,600,250,0,0,0,1,0,29.751
500,-350,600,350,0,0,0,1,0,29.751
500,-350,600,450,0,0,0,1,0,29.751
500,-250,200,-450,1,1,1,1,1,30.1125
500,-250,200,-350,1,1,1,1,1,30.4007
500,-250,200,-250,1,1,1,1,1,30.0596
500,-250,200,-150,1,1,1,1,1,30.1621
500,-250,200,-50,1,1,1,1,1,30.0403
500,-250,200,50,1,1,1,1,1,22.0827
500,-250,200,150,1,1,1,0,0,10.1261
500,-250,200,250,1,1,1,1,1,24.7922
500,-250,200,350,1,1,1,1,1,15.0712
500,-250,200,450,1,1,1,0,0,17.9597
500,-250,300,-450,1,1,1,1,1,30.1463
500,-250,300,-350,1,1,1,1,1,30.25
500,-250,300,-250,1,1,1,1,1,30.0148
500,-250,300,-150,1,1,1,1,1,30.1004
500,-250,300,-50,1,1,1,1,1,20.3635
500,-250,300,50,1,1,1,0,0,3.28017
500,-250,300,150,1,1,1,0,0,29.4636
500,-250,300,250,1,1,1,0,0,6.57263
500,-250,300,350,1,1,1,0,0,9.68891
500,-250,300,450,1,0,0,0,0,9.68891
500,-250,400,-450,1,1,1,1,1,30.0489
500,-250,400,-350,1,1,1,1,1,30.0736
500,-250,400,-250,1,1,1,0,0,6.39069
500,-250,400,-150,1,1,1,0,0,27.321
500,-250,400,-50,1,1,1,0,0,2.28826
500,-250,400,50,1,1,1,0,0,10.3183
500,-250,400,150,1,1,1,0,0,3.64367
500,-250,400,250,1,1,1,0,0,9.59655
500,-250,400,350,1,1,1,0,0,25.8132
500,-250,400,450,1,0,0,0,0,25.8132
500,-250,500,-450,1,1,1,1,1,30.0248
500,-250,500,-350,1,1,1,0,0,3.32568
500,-250,500,-250,1,1,1,0,0,0.000122
500,-250,500,-150,1,1,1,0,0,4.65153
500,-250,500,-50,1,1,1,0,0,2.0957
500,-250,500,50,1,1,1,0,0,2.22217
500,-250,500,150,1,1,1,0,0,7.0778
500,-250,500,250,1,1,1,0,0,14.9612
500,-250,500,350,1,0,0,0,0,14.9612
500,-250,500,450,1,0,0,0,0,14.9612
500,-250,600,-450,1,0,0,0,0,14.9612
500,-250,600,-350,1,1,1,0,0,8.13829
500,-250,600,-250,1,1,1,0,0,5.92228
500,-250,600,-150,1,1,1,0,0,5.78476
500,-250,600,-50,1,1,1,0,0,22.2616
500,-250,600,50,1,1,1,0,0,6.63341
500,-250,600,150,1,1,1,0,0,9.11784
500,-250,600,250,1,0,0,0,0,9.11784
500,-250,600,350,1,0,0,0,0,9.12E+00
500,-250,600,450,1,0,0,0,0,9.11784
500,-150,200,-450,1,1,1,1,1,29.0252
500,-150,200,-350,1,1,1,1,1,29.1507
500,-150,200,-250,1,1,1,1,1,28.9258
500,-150,200,-150,1,1,1,1,1,29.0577
500,-150,200,-50,1,1,1,1,1,28.819
500,-150,200,50,1,1,1,1,1,12.4657
500,-150,200,150,1,1,1,0,0,8.54587
500,-150,200,250,1,1,1,1,1,28.8257
500,-150,200,350,1,1,1,1,1,28.8553
500,-150,200,450,1,1,1,0,0,5.63403
500,-150,300,-450,1,1,1,1,1,29.064
500,-150,300,-350,1,1,1,1,1,29.129
500,-150,300,-250,1,1,1,1,1,28.7615
500,-150,300,-150,1,1,1,1,1,28.8499
500,-150,300,-50,1,1,1,1,1,28.7789
500,-150,300,50,1,1,1,1,1,22.8714
500,-150,300,150,1,1,1,0,0,7.06163
500,-150,300,250,1,1,1,0,0,2.22938
500,-150,300,350,1,1,1,0,0,4.26786
500,-150,300,450,1,0,0,0,0,4.26786
500,-150,400,-450,1,1,1,1,1,28.8947
500,-150,400,-350,1,1,1,1,1,28.9589
500,-150,400,-250,1,1,1,1,1,28.8455
500,-150,400,-150,1,1,1,0,0,7.31599
500,-150,400,-50,1,1,1,0,0,27.4555
500,-150,400,50,1,1,1,0,0,4.32577
500,-150,400,150,1,1,1,0,0,6.91575
500,-150,400,250,1,1,1,0,0,8.70403
500,-150,400,350,1,1,1,0,0,8.95546
500,-150,400,450,1,0,0,0,0,8.95546
500,-150,500,-450,1,1,1,1,1,28.8052
500,-150,500,-350,1,1,1,1,1,28.8559
500,-150,500,-250,1,1,1,1,1,22.4747
500,-150,500,-150,1,1,1,0,0,3.00E-05
500,-150,500,-50,1,1,1,0,0,13.375
500,-150,500,50,1,1,1,0,0,8.52971
500,-150,500,150,1,1,1,0,0,8.83914
500,-150,500,250,1,1,1,0,0,3.98255
500,-150,500,350,1,0,0,0,0,3.98255
500,-150,500,450,1,0,0,0,0,3.98255
500,-150,600,-450,1,0,0,0,0,3.98255
500,-150,600,-350,1,1,1,1,1,28.7666
500,-150,600,-250,1,1,1,1,1,20.8437
500,-150,600,-150,1,1,1,0,0,4.27278
500,-150,600,-50,1,1,1,0,0,6.18245
500,-150,600,50,1,1,1,0,0,2.29895
500,-150,600,150,1,1,1,0,0,9.35532
500,-150,600,250,1,0,0,0,0,9.35532
500,-150,600,350,1,0,0,0,0,9.35532
500,-150,600,450,1,0,0,0,0,9.35532
500,-50,200,-450,1,1,1,1,1,29.7267
500,-50,200,-350,1,1,1,1,1,30.0125
500,-50,200,-250,1,1,1,1,1,29.677
500,-50,200,-150,1,1,1,1,1,30.0612
500,-50,200,-50,1,1,1,1,1,29.7699
500,-50,200,50,1,1,1,0,0,30.0641
500,-50,200,150,1,1,1,1,1,12.0712
500,-50,200,250,1,1,1,0,0,6.36269
500,-50,200,350,1,1,1,1,1,27.5353
500,-50,200,450,1,1,1,0,0,0
500,-50,300,-450,1,1,1,1,1,29.7752
500,-50,300,-350,1,1,1,1,1,29.9105
500,-50,300,-250,1,1,1,1,1,29.7699
500,-50,300,-150,1,1,1,1,1,29.7184
500,-50,300,-50,1,1,1,1,1,29.771
500,-50,300,50,1,1,1,1,1,29.917
500,-50,300,150,1,1,1,0,0,4.14491
500,-50,300,250,1,1,1,0,0,6.34762
500,-50,300,350,1,1,1,0,0,16.1897
500,-50,300,450,1,0,0,0,0,16.1897
500,-50,400,-450,1,1,1,1,1,29.6746
500,-50,400,-350,1,1,1,1,1,29.6854
500,-50,400,-250,1,1,1,1,1,29.7362
500,-50,400,-150,1,1,1,1,1,29.6874
500,-50,400,-50,1,1,1,0,0,5.32372
500,-50,400,50,1,1,1,0,0,2.2545
500,-50,400,150,1,1,1,0,0,1.91823
500,-50,400,250,1,1,1,0,0,14.1957
500,-50,400,350,1,1,1,0,0,28.5799
500,-50,400,450,1,0,0,0,0,28.5799
500,-50,500,-450,1,1,1,1,1,29.6917
500,-50,500,-350,1,1,1,1,1,29.7251
500,-50,500,-250,1,1,1,1,1,29.7708
500,-50,500,-150,1,1,1,1,1,23.5327
500,-50,500,-50,1,1,1,0,0,9.20E-05
