Gird Size,10,5,3,,,,,,,,,,,,,,,,,,
Coordenada,,,Brazo derecho,,,,,,,,Coordenada,,,Brazo izquierdo,,,,,,,
X,Y,Z,Alcance?,J1,J2,J3,J4,J5,J6,J7,X,Y,Z,Alcance?,J1,J2,J3,J4,J5,J6,J7
400,450,440,0,0,0,0,0,0,0,0,400,450,440,1,-45.5318,-81.8353,9.1374,88.2409,120.0930,183.0780,-1.1162
500,-450,440,1,46.8064,-59.1522,-18.2464,270.2300,111.8470,-188.3510,-7.8402,500,-450,440,0,0,0,0,0,0,0,0
500,-350,440,1,46.4833,-61.5026,3.7692,277.9600,111.3480,-167.1870,-6.7617,500,-350,440,0,0,0,0,0,0,0,0
500,-250,440,1,47.7184,-56.2891,15.7697,284.0360,109.0130,-148.8800,-6.4611,500,-250,440,0,0,0,0,0,0,0,0
500,-150,440,1,50.5037,-45.2886,20.3057,288.3270,105.5920,-132.7720,-7.4193,500,-150,440,1,-167.5000,-17.9590,-7.2852,77.6963,105.9180,104.8300,110.9610
500,-50,440,1,60.9953,-30.8301,17.8096,289,104.4200,-119.1310,-13.7346,500,-50,440,1,-81.6718,-13.8147,7.7600,69.8155,101.0360,111.1780,33.8021
500,50,440,1,86.2040,-14.7824,7.9512,289,102.3380,-110.6490,-36.9832,500,50,440,1,-59.3541,-30.5486,17.7417,70.4175,103.6100,119.4100,12.9382
500,150,440,1,167.5000,-17.9594,-7.2856,282.3040,105.9180,-104.8290,-110.9610,500,150,440,1,-52.7684,-45.6631,20.4169,72.6947,107.1560,132.2980,7.8834
500,250,440,0,0,0,0,0,0,0,0,500,250,440,1,-49.5954,-56.6265,15.9041,77.0426,110.5690,148.5130,6.2934
500,350,440,0,0,0,0,0,0,0,0,500,350,440,1,-48.1004,-61.8315,3.9572,83.3113,112.8000,166.9620,6.1573
500,450,440,0,0,0,0,0,0,0,0,500,450,440,1,-48.1242,-59.4827,-17.9644,91.3459,113.0260,188.2560,6.8916
600,-450,440,0,0,0,0,0,0,0,0,600,-450,440,0,0,0,0,0,0,0,0
600,-350,440,1,57.1193,-35.2317,-37.1481,271.8830,108.2390,-181.9870,-17.9274,600,-350,440,0,0,0,0,0,0,0,0
600,-250,440,1,57.2441,-35.1664,-18.3942,277.5800,107.3170,-162.2060,-17.2794,600,-250,440,0,0,0,0,0,0,0,0
600,-150,440,1,62.8441,-27.6776,-12.5205,281.2160,105.6770,-147.7930,-21.3193,600,-150,440,0,0,0,0,0,0,0,0
600,-50,440,1,81.0197,-16.3323,-15.5943,283.2990,104.0970,-137.5270,-37.5830,600,-50,440,1,-153.9410,-11.9685,-26.5240,77.5363,104.0190,131.1390,106.7660
600,50,440,1,156.7080,-11.0190,-26.9061,284.0870,103.0670,-131.5480,-111.1590,600,50,440,1,-83.9683,-17.2514,-15.2720,78.2120,105.2220,137.1330,38.8386
600,150,440,0,0,0,0,0,0,0,0,600,150,440,1,-65.2187,-28.3140,-12.2495,80.2636,106.8720,147.4670,21.8756
600,250,440,0,0,0,0,0,0,0,0,600,250,440,1,-59.0953,-35.6973,-18.1012,83.9694,108.4550,161.9540,17.1788
600,350,440,0,0,0,0,0,0,0,0,600,350,440,1,-58.4757,-35.7287,-36.7363,89.8429,109.1190,181.7830,17.2500
600,450,440,0,0,0,0,0,0,0,0,600,450,440,0,0,0,0,0,0,0,0
